START,0
firstPaint,1552
fullyLoaded,2386
connectStart,40
domComplete,2603
domContentLoadedEventEnd,1548
domContentLoadedEventStart,1548
domInteractive,1477
domainLookupEnd,40
domainLookupStart,38
duration,2603
fetchStart,1
loadEventEnd,2603
loadEventStart,2603
redirectEnd,0
redirectStart,0
requestStart,96
responseEnd,274
responseStart,268
secureConnectionStart,46
startTime,0
unloadEventEnd,0
unloadEventStart,0
workerStart,0
backEndTime,268
domContentLoadedTime,1548
domInteractiveTime,1477
domainLookupTime,1
frontEndTime,2329
pageDownloadTime,6
pageLoadTime,2603
redirectionTime,0
serverConnectionTime,57
serverResponseTime,176
