START,0
firstPaint,1149
fullyLoaded,3003
connectStart,36
domComplete,2791
domContentLoadedEventEnd,2069
domContentLoadedEventStart,2066
domInteractive,1529
domainLookupEnd,36
domainLookupStart,35
duration,2791
fetchStart,1
loadEventEnd,2791
loadEventStart,2791
redirectEnd,0
redirectStart,0
requestStart,219
responseEnd,1068
responseStart,1068
secureConnectionStart,39
startTime,0
unloadEventEnd,0
unloadEventStart,0
workerStart,0
backEndTime,1068
domContentLoadedTime,2066
domInteractiveTime,1529
domainLookupTime,1
frontEndTime,1768
pageDownloadTime,0
pageLoadTime,2791
redirectionTime,0
serverConnectionTime,180
serverResponseTime,849
