START,0
firstPaint,258
fullyLoaded,14141
connectStart,40
domComplete,8568
domContentLoadedEventEnd,231
domContentLoadedEventStart,231
domInteractive,226
domainLookupEnd,40
domainLookupStart,35
duration,8596
fetchStart,1
loadEventEnd,8596
loadEventStart,8568
redirectEnd,0
redirectStart,0
requestStart,75
responseEnd,90
responseStart,80
secureConnectionStart,42
startTime,0
unloadEventEnd,0
unloadEventStart,0
workerStart,0
backEndTime,80
domContentLoadedTime,231
domInteractiveTime,226
domainLookupTime,2
frontEndTime,7948
pageDownloadTime,0
pageLoadTime,8568
redirectionTime,0
serverConnectionTime,35
serverResponseTime,15
